,School Name,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Community School?,Economic Need Index,School Income Estimate,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Effective School Leadership %,Strong Family-Community Ties %,Trust %,Percent Asian,Percent ELL,Percent Black,Student Attendance Rate,Percent Black / Hispanic,Percent White,Percent of Students Chronically Absent,Percent Hispanic
14,THE EAST VILLAGE COMMUNITY SCHOOL,01M315,1,40.727726000000004,-73.978382,"610 E 12TH ST NEW YORK, NY 10009",NEW YORK,10009,"PK,0K,01,02,03,04,05",0,0.36200000000000004,"$63,760.00 ",Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,2.86,3.2,35,2,0,0,0,0,1,0,0,0,35,23,0,0,0,0,16,0,0,3,32,6,0,0,1,0,5,0,0,2,31,7,0,0,1,0,5,0,0,1,18,4,0,0,1,0,0,0,0,0,18,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.93,0.9400000000000001,0.93,0.97,0.96,0.09,0.01,0.09,0.9500000000000001,0.29,0.55,0.11,0.21
16,THE CHILDREN'S WORKSHOP SCHOOL,01M361,1,40.727726000000004,-73.978382,"610 E 12TH ST NEW YORK, NY 10009",NEW YORK,10009,"PK,0K,01,02,03,04,05",0,0.451,"$62,519.57 ",Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,2.89,2.99,22,3,0,0,1,0,1,0,0,2,22,7,0,0,2,0,2,0,0,3,23,3,0,0,0,0,0,0,0,2,23,5,0,0,0,0,3,0,0,2,31,11,0,0,1,0,8,0,0,3,31,9,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.97,0.97,0.96,0.93,0.9400000000000001,0.1,0.07,0.1,0.93,0.49,0.38,0.23,0.39
17,NEIGHBORHOOD SCHOOL,01M363,1,40.724404,-73.98635999999999,"121 E 3RD ST NEW YORK, NY 10009",NEW YORK,10009,"PK,0K,01,02,03,04,05",0,0.43,"$57,504.48 ",Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,2.55,2.68,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.97,0.9500000000000001,0.96,0.9500000000000001,0.99,0.05,0.04,0.13,0.93,0.47000000000000003,0.45,0.23,0.34
18,EARTH SCHOOL,01M364,1,40.723746999999996,-73.981602,"600 E 6TH ST NEW YORK, NY 10009",NEW YORK,10009,"PK,0K,01,02,03,04,05",0,0.44799999999999995,"$56,787.20 ",Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,3.1,3.08,11,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,1,0,0,0,12,2,0,0,0,0,0,0,0,0,13,3,0,0,0,0,3,0,0,0,20,7,0,0,0,0,4,0,0,1,19,8,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.99,0.96,0.98,0.96,0.98,0.07,0.06,0.13,0.9400000000000001,0.48,0.37,0.15,0.35000000000000003
21,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",01M539,1,40.7195,-73.979239,"111 COLUMBIA ST NEW YORK, NY 10002",NEW YORK,10002,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0,0.257,"$76,833.96 ",Exceeding Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Not Meeting Target,Exceeding Target,3.83,4.03,110,55,0,2,1,22,26,4,0,5,109,91,0,0,5,33,39,0,0,9,114,81,0,3,8,33,32,5,0,8,114,94,0,2,10,36,40,6,0,9,109,76,0,4,0,26,43,0,0,10,109,90,0,4,0,30,51,0,0,8,142,89,0,7,6,30,41,0,0,8,142,127,0,8,8,39,65,0,0,12,112,74,0,3,4,21,42,0,0,8,105,74,0,2,3,21,44,0,0,9,120,65,0,2,0,31,27,0,0,13,0,0,0,0,0,0,0,0,0,0,0.81,0.73,0.85,0.55,0.81,0.74,0.33,0.0,0.09,0.97,0.2,0.42,0.03,0.11
23,P.S. 001 ALFRED E. SMITH,02M001,2,40.712561,-73.997474,"8 HENRY ST NEW YORK, NY 10038",NEW YORK,10038,"PK,0K,01,02,03,04,05",0,0.769,"$32,817.79 ",Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,2.59,3.14,50,7,0,3,0,4,0,0,0,5,51,26,0,3,0,22,0,0,5,16,61,13,0,1,0,12,0,0,0,10,64,27,0,0,1,26,0,0,3,15,71,6,0,0,0,6,0,0,0,3,70,18,0,0,0,18,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.91,0.9500000000000001,0.86,0.87,0.9400000000000001,0.64,0.25,0.12,0.9500000000000001,0.34,0.01,0.18,0.22
24,P.S. 002 MEYER LONDON,02M002,2,40.712943,-73.991557,"122 HENRY ST NEW YORK, NY 10002",NEW YORK,10002,"PK,0K,01,02,03,04,05",0,0.858,"$26,114.78 ",Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,2.75,3.24,125,8,0,0,0,8,0,0,1,0,128,62,0,0,1,60,0,0,9,0,106,13,0,0,1,11,0,0,0,0,109,52,0,0,1,50,0,0,9,0,104,11,0,0,0,11,0,0,0,10,106,29,0,0,0,28,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.86,0.9400000000000001,0.76,0.8300000000000001,0.89,0.85,0.36,0.04,0.98,0.13,0.01,0.06,0.09
25,P.S. 003 CHARRETTE SCHOOL,02M003,2,40.732632,-74.00594699999999,"490 HUDSON ST NEW YORK, NY 10014",NEW YORK,10014,"PK,0K,01,02,03,04,05",0,0.17600000000000002,"$103,399.19 ",Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,3.09,3.41,105,9,0,1,1,1,6,0,0,0,105,52,0,2,3,4,42,0,1,5,142,44,0,0,6,0,30,4,0,1,143,61,0,0,3,0,44,7,0,3,61,18,0,0,1,3,13,0,0,3,59,27,0,0,2,6,18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.93,0.97,0.93,0.96,0.9500000000000001,0.07,0.04,0.05,0.9500000000000001,0.18,0.7000000000000001,0.13,0.12
26,P.S. 006 LILLIE D. BLAKE,02M006,2,40.777703,-73.96042800000001,"45 E 81ST ST NEW YORK, NY 10028",NEW YORK,10028,"0K,01,02,03,04,05",0,0.10099999999999999,"$144,270.13 ",Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,3.4,3.71,125,45,0,0,0,5,37,0,0,2,126,83,0,0,3,11,65,0,0,4,117,53,0,0,5,9,36,0,0,4,119,70,0,0,4,14,49,0,0,5,109,52,0,0,6,0,40,0,0,2,110,55,0,0,6,0,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.9,0.9500000000000001,0.87,0.92,0.9,0.13,0.02,0.02,0.96,0.09,0.75,0.05,0.07
27,P.S. 011 WILLIAM T. HARRIS,02M011,2,40.744549,-74.000737,"320 W 21ST ST NEW YORK, NY 10011",NEW YORK,10011,"PK,0K,01,02,03,04,05",0,0.293,"$98,455.77 ",Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,3.12,3.35,179,39,0,0,5,11,21,2,0,3,179,81,0,0,12,22,42,5,0,9,145,60,0,0,5,18,35,0,0,5,149,70,0,0,6,20,41,0,4,9,122,28,0,0,4,0,18,0,0,5,122,43,0,0,8,0,27,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.93,0.98,0.91,0.93,0.9500000000000001,0.14,0.03,0.07,0.96,0.32,0.49,0.1,0.25
28,P.S. 033 CHELSEA PREP,02M033,2,40.748945,-74.00024300000001,"281 9TH AVE NEW YORK, NY 10001",NEW YORK,10001,"PK,0K,01,02,03,04,05",0,0.43,"$88,011.14 ",Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,3.04,3.4,91,20,0,0,2,5,11,2,0,2,92,52,0,1,6,17,24,4,0,9,97,44,0,0,4,15,20,0,0,8,98,52,0,0,5,20,23,0,0,13,94,36,0,0,3,18,13,0,0,8,94,39,0,0,3,20,14,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.9,0.9400000000000001,0.8200000000000001,0.92,0.89,0.25,0.04,0.12,0.96,0.42,0.26,0.13,0.3
29,P.S. 040 AUGUSTUS SAINT-GAUDENS,02M040,2,40.735118,-73.981697,"319 E 19TH ST NEW YORK, NY 10003",NEW YORK,10003,"PK,0K,01,02,03,04,05",0,0.153,"$102,421.46 ",Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,3.39,3.65,93,26,0,0,4,0,15,3,0,0,95,49,0,0,4,5,35,0,0,3,88,49,0,0,5,5,36,0,0,4,90,48,0,0,4,6,34,0,0,4,93,54,0,0,4,6,38,0,0,2,94,52,0,0,6,4,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.9400000000000001,0.99,0.91,0.96,0.96,0.09,0.03,0.03,0.96,0.16,0.64,0.07,0.13
30,P.S. 041 GREENWICH VILLAGE,02M041,2,40.735526,-73.999113,"116 W 11TH ST NEW YORK, NY 10011",NEW YORK,10011,"PK,0K,01,02,03,04,05",0,0.066,"$115,909.89 ",Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,3.44,3.7,110,25,0,0,2,2,16,0,0,0,110,57,0,0,4,11,37,0,0,0,111,65,0,0,5,7,50,3,0,0,111,66,0,0,6,8,47,5,0,0,107,45,0,0,4,5,35,0,0,3,106,50,0,0,5,6,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9500000000000001,0.96,0.98,0.92,0.9500000000000001,0.98,0.09,0.02,0.02,0.97,0.11,0.6900000000000001,0.02,0.1
32,P.S. 051 ELIAS HOWE,02M051,2,40.761593,-73.99559,"525 W 44TH ST NEW YORK, NY 10036",NEW YORK,10036,"0K,01,02,03,04,05",0,0.626,"$91,149.35 ",Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.55,2.83,45,1,0,0,0,0,0,0,0,0,45,14,0,0,5,6,0,0,0,6,48,9,0,0,5,1,3,0,0,4,50,7,0,0,3,1,3,0,0,2,45,6,0,1,1,2,0,0,0,2,45,11,0,1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9500000000000001,0.97,0.91,0.89,0.97,0.24,0.09,0.12,0.9400000000000001,0.55,0.2,0.15,0.42
33,P.S. 059 BEEKMAN HILL INTERNATIONAL,02M059,2,40.759213,-73.966183,"231-249 E 56TH ST NEW YORK, NY 10019",NEW YORK,10019,"0K,01,02,03,04,05",0,0.075,"$116,235.64 ",Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,Exceeding Target,3.24,3.62,95,21,0,0,3,1,16,0,0,0,97,48,0,0,5,3,35,0,0,3,92,35,0,0,4,5,19,0,0,3,94,53,0,0,9,10,26,0,0,7,91,41,0,0,4,4,29,4,0,4,91,46,0,0,6,4,33,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.87,0.9500000000000001,0.76,0.9400000000000001,0.89,0.15,0.04,0.02,0.96,0.15,0.59,0.06,0.13
34,P.S. 77 LOWER LAB SCHOOL,02M077,2,40.785014000000004,-73.95003100000001,"1700 3RD AVE NEW YORK, NY 10128",NEW YORK,10128,"0K,01,02,03,04,05",0,0.069,"$105,947.71 ",Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,3.73,3.91,62,35,0,0,0,13,16,0,0,0,62,51,0,0,0,20,22,0,0,0,60,50,0,0,0,0,34,0,0,0,60,49,0,0,0,9,35,0,0,0,52,40,0,0,5,5,27,3,0,0,52,42,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.96,0.98,0.93,0.9500000000000001,0.99,0.27,0.0,0.0,0.97,0.06,0.59,0.01,0.05
35,P.S. 89,02M089,2,40.716867,-74.013623,"201 WARREN ST NEW YORK, NY 10282",NEW YORK,10282,"PK,0K,01,02,03,04,05",0,0.068,"$181,382.06 ",Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,3.23,3.71,48,10,0,0,0,0,8,0,0,0,51,28,0,0,5,0,17,0,0,0,59,31,0,0,4,0,19,0,0,0,59,35,0,0,3,0,26,0,0,0,46,20,0,0,0,7,8,0,0,0,47,23,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9500000000000001,0.9400000000000001,0.98,0.9,0.93,0.97,0.16,0.04,0.02,0.96,0.16,0.62,0.06,0.14
37,P.S. 111 ADOLPH S. OCHS,02M111,2,40.765834000000005,-73.989602,"440 W 53RD ST NEW YORK, NY 10019",NEW YORK,10019,"PK,0K,01,02,03,04,05",0,0.645,"$70,970.41 ",Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,2.39,2.47,43,6,0,0,0,5,1,0,1,1,46,13,0,0,2,7,4,0,2,7,45,2,0,0,1,0,0,0,0,1,45,2,0,0,0,0,0,0,0,0,47,5,0,0,0,1,3,0,0,2,49,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,1,3,1,0,0,0,2,47,6,0,1,3,2,0,0,1,1,0.89,0.79,0.81,0.74,0.88,0.86,0.18,0.12,0.16,0.92,0.66,0.13,0.26,0.5
39,P.S. 116 MARY LINDLEY MURRAY,02M116,2,40.744425,-73.977634,"210 E 33RD ST NEW YORK, NY 10016",NEW YORK,10016,"0K,01,02,03,04,05",0,0.307,"$96,174.16 ",Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,3.07,3.17,87,16,0,0,2,5,6,0,0,2,92,21,0,0,1,10,8,0,2,5,109,28,0,0,2,8,15,0,0,2,115,36,0,0,2,15,18,0,4,3,118,33,0,0,3,6,24,0,0,5,121,30,0,0,2,6,21,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.92,0.9500000000000001,0.8300000000000001,0.9,0.92,0.2,0.11,0.09,0.9500000000000001,0.3,0.44,0.14,0.22
40,P.S. 124 YUNG WING,02M124,2,40.714426,-73.995526,"40 DIVISION ST NEW YORK, NY 10002",NEW YORK,10002,"PK,0K,01,02,03,04,05",0,0.578,"$42,493.71 ",Approaching Target,Approaching Target,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,3.1,3.55,125,26,0,0,0,24,0,0,0,12,126,64,0,0,0,60,0,0,4,30,136,50,0,0,0,0,0,0,0,24,137,80,0,0,0,0,0,0,6,37,130,19,0,0,0,18,0,0,0,7,131,49,0,0,0,48,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8300000000000001,0.77,0.9400000000000001,0.65,0.8,0.85,0.9500000000000001,0.29,0.0,0.98,0.03,0.01,0.02,0.03
41,P.S. 126 JACOB AUGUST RIIS,02M126,2,40.710448,-73.997001,"80 CATHERINE ST NEW YORK, NY 10038",NEW YORK,10038,"PK,0K,01,02,03,04,05,06,07,08",0,0.728,"$38,919.61 ",Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,2.93,3.29,70,6,0,0,0,6,0,0,0,5,73,18,0,0,0,17,0,0,1,15,53,7,0,0,0,6,0,0,0,0,54,19,0,0,1,17,0,0,1,0,50,1,0,0,0,1,0,0,0,0,52,10,0,0,0,10,0,0,1,0,116,31,0,2,2,18,6,3,0,17,116,67,0,0,6,44,11,0,2,40,103,32,0,0,4,17,9,0,0,20,104,44,0,0,2,30,11,0,0,29,103,42,0,0,6,27,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0.91,0.93,0.91,0.89,0.8200000000000001,0.9500000000000001,0.59,0.17,0.11,0.96,0.32,0.08,0.1,0.21
42,P.S. 130 HERNANDO DE SOTO,02M130,2,40.718819,-73.998263,"143 BAXTER ST NEW YORK, NY 10013",NEW YORK,10013,"PK,0K,01,02,03,04,05",0,0.616,"$59,851.21 ",Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,3.09,3.61,167,30,0,0,1,27,0,0,0,10,167,96,0,0,2,87,0,0,0,40,173,65,0,0,3,56,0,0,0,25,175,91,0,0,4,82,0,0,1,39,129,40,0,0,0,39,0,0,0,19,130,74,0,0,1,70,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.97,0.97,0.96,0.9,0.99,0.88,0.13,0.01,0.99,0.06,0.03,0.02,0.05
44,P.S. 150,02M150,2,40.718083,-74.010942,"334 GREENWICH ST NEW YORK, NY 10013",NEW YORK,10013,"PK,0K,01,02,03,04,05",0,0.196,"$132,795.44 ",Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,3.37,3.43,25,8,0,0,0,0,4,0,0,0,25,14,0,0,0,0,10,0,0,0,26,15,0,0,0,0,12,0,0,2,26,17,0,0,0,0,11,0,0,3,24,10,0,0,2,0,6,0,0,0,25,12,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9500000000000001,0.9,0.96,0.9,0.9500000000000001,0.97,0.16,0.02,0.05,0.9500000000000001,0.19,0.55,0.05,0.14
